@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute 1-1 numeric

@data
3414,'2018/02/28 05:39:03:414',10,-1221.522827,1037.490356,3228.180176,0
3415,'2018/02/28 05:39:03:418',10,-1221.522827,1037.490356,3228.180176,0
3416,'2018/02/28 05:39:03:446',10,-1221.522827,1037.490356,3228.180176,0
3417,'2018/02/28 05:39:03:455',10,-1221.522827,1037.490356,3228.180176,0
3418,'2018/02/28 05:39:03:477',10,-1221.522827,1037.490356,3228.180176,0
3419,'2018/02/28 05:39:03:487',10,-1221.522827,1037.490356,3228.180176,0
3420,'2018/02/28 05:39:03:514',10,-1221.522827,1037.490356,3228.180176,0
3421,'2018/02/28 05:39:03:521',10,-1221.522827,1037.490356,3228.180176,0
3422,'2018/02/28 05:39:03:549',10,-1221.522827,1037.490356,3228.180176,0
3423,'2018/02/28 05:39:03:553',10,-1221.522827,1037.490356,3228.180176,0
3424,'2018/02/28 05:39:03:579',10,-1127.516846,957.803589,2977.493408,0
3425,'2018/02/28 05:39:03:585',10,-1127.516846,957.803589,2977.493408,0
3426,'2018/02/28 05:39:03:617',10,-1127.516846,957.803589,2977.493408,0
3427,'2018/02/28 05:39:03:619',10,-1127.516846,957.803589,2977.493408,0
3428,'2018/02/28 05:39:03:637',10,-1127.516846,957.803589,2977.493408,0
3429,'2018/02/28 05:39:11:614',11,1075.572998,537.770508,1905.46521,2
3430,'2018/02/28 05:39:11:620',11,1075.572998,537.770508,1905.46521,2
3431,'2018/02/28 05:39:11:650',11,1075.572998,537.770508,1905.46521,2
3432,'2018/02/28 05:39:11:652',11,1075.572998,537.770508,1905.46521,2
3433,'2018/02/28 05:39:11:683',11,1071.819336,537.926514,1906.793823,2
3434,'2018/02/28 05:39:11:686',11,1071.819336,537.926514,1906.793823,2
3435,'2018/02/28 05:39:11:718',11,1068.925415,536.612549,1907.677734,2
3436,'2018/02/28 05:39:11:719',11,1068.925415,536.612549,1907.677734,2
3437,'2018/02/28 05:39:11:748',11,1067.456421,537.915344,1909.392822,2
3438,'2018/02/28 05:39:11:752',11,1067.456421,537.915344,1909.392822,2
3439,'2018/02/28 05:39:11:768',11,1067.456421,537.915344,1909.392822,2
3440,'2018/02/28 05:39:11:798',11,1067.126953,537.966309,1911.692383,2
3441,'2018/02/28 05:39:11:815',11,1067.891357,540.542236,1914.737061,2
3442,'2018/02/28 05:39:11:818',11,1067.891357,540.542236,1914.737061,2
3443,'2018/02/28 05:39:11:835',11,1067.891357,540.542236,1914.737061,2
3444,'2018/02/28 05:39:11:870',11,1068.627441,543.688477,1916.758057,2
3445,'2018/02/28 05:39:11:888',11,1068.627441,543.688477,1916.758057,2
3446,'2018/02/28 05:39:11:915',11,1069.828247,542.865662,1918.827637,2
3447,'2018/02/28 05:39:11:929',11,1069.828247,542.865662,1918.827637,2
3448,'2018/02/28 05:39:11:935',11,1069.828247,542.865662,1918.827637,2
3449,'2018/02/28 05:39:11:953',11,1069.828247,542.865662,1918.827637,2
3450,'2018/02/28 05:39:11:983',11,1069.828247,542.865662,1918.827637,2
3451,'2018/02/28 05:39:11:986',11,1069.828247,542.865662,1918.827637,2
